SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,NEAREST_STN,NEAREST_SCH,NEAREST_SCH_DIST,MONTH_SOLD,YEAR_SOLD
Lynwood,490000,4,2,2,832,121,2015,Thornlie Station,LANGFORD ISLAMIC COLLEGE,0.8697998107753105,10,2015
North Lake,850000,4,2,0,631,295,2001,Murdoch Station,LEEMING SENIOR HIGH SCHOOL,1.4564470815135429,12,2013
Mindarie,500000,4,2,2,457,172,1995,Clarkson Station,YOUTH FUTURES COMMUNITY SCHOOL,0.5760393684684953,11,2019
Byford,268500,3,2,2,225,114,2014,Armadale Station,BYFORD SECONDARY COLLEGE,1.520919039180077,10,2020
Darch,770000,4,2,3,610,341,2009,Greenwood Station,KINGSWAY CHRISTIAN COLLEGE,0.3327868374283813,10,2015
Currambine,481000,4,2,2,559,150,1994,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,1.6927854165925234,8,2020
Leeming,877000,4,2,2,749,261,1998,Murdoch Station,LEEMING SENIOR HIGH SCHOOL,1.1923421417419802,2,2018
Roleystone,540000,4,1,4,2024,164,1973,Kelmscott Station,KELMSCOTT SENIOR HIGH SCHOOL,6.522633167355182,12,2016
Kallaroo,545000,3,2,1,684,107,1971,Whitfords Station,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.38276762794314,10,2020
Langford,475000,4,2,2,514,155,2005,Thornlie Station,LANGFORD ISLAMIC COLLEGE,0.3039860086154507,1,2015
Madeley,810000,4,4,4,640,284,2005,Greenwood Station,KINGSWAY CHRISTIAN COLLEGE,1.3459482436481491,3,2018
Greenwood,510000,3,1,5,688,137,1976,Greenwood Station,GREENWOOD COLLEGE,0.8136540443356823,7,2019
Karawara,680000,5,2,2,550,225,2003,Canning Bridge Station,CANNING COLLEGE,1.116838318303343,12,2005
Mount Richon,645000,4,2,6,2104,249,2000,Armadale Station,ARMADALE SENIOR HIGH SCHOOL,1.0916750148964511,1,2019
Canning Vale,725000,4,3,2,700,260,2000,Thornlie Station,CANNING VALE COLLEGE,0.8144795194507001,10,2019
Caversham,410000,4,2,2,546,149,1995,Success Hill Station,KIARA COLLEGE,2.4462111166303346,6,2016
Lockridge,405000,4,2,1,786,113,1971,Success Hill Station,KIARA COLLEGE,1.6048523022354635,1,2014
Greenmount,375000,3,1,1,1074,96,1978,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,1.2235874947274827,2,2015
Heathridge,545000,4,2,2,720,139,1995,Joondalup Station,PRENDIVILLE CATHOLIC COLLEGE,0.8194556824392771,10,2020
High Wycombe,595000,5,2,2,623,247,2009,Woodbridge Station,DARLING RANGE SPORTS COLLEGE,4.491237688946483,9,2020
South Guildford,400000,5,2,2,489,156,2000,East Guildford Station,GUILDFORD GRAMMAR SCHOOL,2.4172415929482867,11,2016
Cannington,310000,3,1,2,263,85,1985,Queens Park Station,ST NORBERT COLLEGE,1.0630730925085858,4,2018
East Fremantle,1250000,3,2,2,231,121,2000,North Fremantle Station,JOHN CURTIN COLLEGE OF THE ARTS,0.8048007045816896,6,2019
Viveash,320000,3,1,1,223,97,1995,Midland Station,LA SALLE COLLEGE,0.7887678683161645,7,2017
Samson,310000,2,1,1,14239,108,1995,Murdoch Station,SETON CATHOLIC COLLEGE,0.8910723128588337,2,2013
Bentley,120000,3,1,1,5023,128,1995,Welshpool Station,ST NORBERT COLLEGE,1.782287612032412,4,2018
Cockburn Central,330000,2,2,1,4096,79,2011,Cockburn Central Station,EMMANUEL CATHOLIC COLLEGE,1.6231676295128878,12,2020
Maylands,365000,2,2,1,6128,75,2008,Maylands Station,PERTH COLLEGE,1.4003798039648618,7,2020
Dayton,269000,3,2,2,213,110,2015,Guildford Station,KIARA COLLEGE,3.9036131279929247,7,2019
Jolimont,367500,2,1,1,8091,80,1984,Daglish Station,SHENTON COLLEGE,1.4553089028899493,12,2017
Rockingham,165000,2,1,1,4470,68,1985,Rockingham Station,SAFETY BAY SENIOR HIGH SCHOOL,1.1389119694780958,11,2020
Fremantle,385000,2,1,2,7040,77,1977,Fremantle Station,JOHN CURTIN COLLEGE OF THE ARTS,1.6789290377888315,7,2019
Oakford,927500,4,2,2,20649,213,1976,Armadale Station,DALE CHRISTIAN SCHOOL,7.1447134381251916,8,2020
Cottesloe,2300000,3,2,2,655,220,1940,Grant Street Station,PRESBYTERIAN LADIES COLLEGE,1.0004304230314576,7,2020
Hazelmere,1980000,2,1,1,30286,125,1988,Woodbridge Station,YOUTH FUTURES COMMUNITY SCHOOL,1.7560602074129563,6,2015
Craigie,445000,4,1,0,722,132,1973,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.6905757664629013,5,2017
Jandabup,176000,3,2,0,15976,415,2004,Joondalup Station,WANNEROO SECONDARY COLLEGE,2.1989494927192976,10,1998
Glen Forrest,658000,4,2,2,2045,184,1994,Midland Station,HELENA COLLEGE,1.1184440605006425,8,2020
Jandakot,650000,4,2,2,703,220,1999,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,1.0659533873829032,7,2014
Mardella,525000,4,1,0,9160,172,1988,Warnbro Station,COURT GRAMMAR SCHOOL,7.372737594218032,9,2019
Casuarina,699000,3,2,2,8075,177,1995,Kwinana Station,THE KING'S COLLEGE,4.526800472393743,6,2018
Gidgegannup,1180000,4,2,4,222577,320,2010,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,10.666184078486085,9,2013
Mariginiup,1700000,4,2,4,34487,198,2000,Clarkson Station,JOSEPH BANKS SECONDARY COLLEGE,3.5498074369219936,3,2007
Mariginiup,216000,3,2,2,2295,218,1969,Joondalup Station,WANNEROO SECONDARY COLLEGE,3.384490104449163,3,2002
Mount Helena,619000,4,1,2,2000,203,1996,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,1.447356414154113,3,2014
Bedford,580000,3,1,2,470,148,1952,Maylands Station,CHISHOLM CATHOLIC COLLEGE,1.0579907125333683,5,2017
Canning Vale,680000,4,2,2,624,240,2000,Cockburn Central Station,CANNING VALE COLLEGE,1.74133497285046,11,2020
Queens Park,400000,3,2,1,270,108,1995,Queens Park Station,ST NORBERT COLLEGE,0.3189829294918252,6,2018
East Victoria Park,390000,4,1,2,850,181,2015,Welshpool Station,KENT STREET SENIOR HIGH SCHOOL,1.1247365113835377,6,2020
Hovea,730000,2,1,2,20215,117,1950,Midland Station,HELENA COLLEGE,2.5493999594261045,7,2014
Parkerville,852500,5,3,5,9559,223,1985,Midland Station,MUNDARING CHRISTIAN COLLEGE,4.172872923205803,4,2011
Mount Helena,733000,5,2,7,25040,144,2001,Midland Station,MUNDARING CHRISTIAN COLLEGE,2.0132384002486594,6,2015
Joondanna,515000,2,1,2,343,110,1949,Glendalough Station,SERVITE COLLEGE,1.522672760027656,3,2020
Doubleview,703000,3,2,2,224,154,2014,Stirling Station,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.0233709154376809,11,2018
Queens Park,525500,6,3,2,440,248,1995,Queens Park Station,ST NORBERT COLLEGE,0.443236758357445,2,2016
Huntingdale,445000,4,2,4,608,190,2001,Seaforth Station,SOUTHERN RIVER COLLEGE,1.4441340655700758,8,2016
Wellard,719000,4,2,2,24565,230,2000,Wellard Station,THE KING'S COLLEGE,3.4463192505737554,3,2020
Banjup,1125000,4,2,0,22027,195,1985,Cockburn Central Station,ATWELL COLLEGE,2.2277542324065505,12,2016
Belmont,455000,3,1,1,819,86,1980,Ashfield Station,BELMONT CITY COLLEGE,1.6044420757586186,8,2017
Casuarina,880000,4,2,2,20075,165,2000,Kwinana Station,THE KING'S COLLEGE,2.7408659380634437,3,2012
Orange Grove,1050000,4,2,4,13097,326,1992,Madding,MAZENOD COLLEGE,3.5898423609368977,12,2016
White Gum Valley,850000,2,1,1,974,121,1956,Fremantle Station,FREMANTLE COLLEGE,1.5282895692163148,12,2014
Carmel,834000,5,2,2,2435,231,1996,Madding,CARMEL ADVENTIST COLLEGE,0.6707032542136387,6,2009
Kensington,805000,3,1,2,483,113,1939,Carlisle Station,WESLEY COLLEGE,1.2007721591906764,8,2014
The Vines,980000,4,2,2,4024,300,1993,Midland Station,HOLY CROSS COLLEGE,4.0963007222804615,2,2019
Wembley,860000,4,2,1,943,120,1995,Daglish Station,BOLD PARK COMMUNITY SCHOOL,1.9301033074101897,12,2018
Southern River,520000,4,1,2,648,183,2004,Thornlie Station,PROVIDENCE CHRISTIAN COLLEGE,0.22762837335939845,12,2019
Midvale,380000,3,1,1,848,106,1962,Midland Station,YOUTH FUTURES COMMUNITY SCHOOL,1.8400999866508747,9,2015
Shenton Park,915000,2,1,2,424,82,1928,Daglish Station,SHENTON COLLEGE,0.9637300813631076,7,2016
Carlisle,425000,3,1,2,513,202,1959,Oats Street Station,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,1.073529057572861,1,2020
Queens Park,375000,3,2,2,266,107,2004,Queens Park Station,ST NORBERT COLLEGE,0.3296774440594911,6,2017
Doubleview,590000,2,1,1,338,86,1948,Stirling Station,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.1576264355653312,10,2020
Upper Swan,800000,4,2,0,201540,243,1990,Midland Station,HOLY CROSS COLLEGE,6.639280667110612,6,2004
Mount Helena,750000,3,2,5,21152,179,1970,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,0.6061776403236422,11,2016
Innaloo,487500,3,2,2,200,99,2007,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,1.6160233975692495,10,2018
Middle Swan,950000,3,2,3,36326,122,1967,Midland Station,SWAN CHRISTIAN COLLEGE,1.6597648104315934,4,2017
Bertram,466000,4,2,2,711,254,2005,Kwinana Station,THE KING'S COLLEGE,0.33562735954320744,12,2015
Two Rocks,930000,4,2,2,12688,219,1995,Butler Station,YANCHEP SECONDARY COLLEGE,9.815392245798117,6,2020
Golden Bay,590000,4,2,2,2657,249,1995,Warnbro Station,COMET BAY COLLEGE,2.0437229657708316,8,2018
Wembley,960000,3,1,2,645,161,1948,Glendalough Station,BOLD PARK COMMUNITY SCHOOL,0.5826659350995479,7,2020
Doubleview,522500,3,1,2,644,107,1995,Stirling Station,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.302094420733301,10,2020
Cardup,865000,4,2,2,19988,283,2013,Armadale Station,COURT GRAMMAR SCHOOL,1.7584376960370085,8,2016
Millendon,800000,4,2,2,28451,245,1989,Midland Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,5.199564952170519,9,2005
Forrestdale,653333,4,2,2,22769,226,2007,Cockburn Central Station,ATWELL COLLEGE,4.910292843613208,5,2015
Bedford,742000,4,2,2,984,146,1957,Maylands Station,CHISHOLM CATHOLIC COLLEGE,1.1365843087634022,1,2020
Tapping,410000,4,2,4,492,160,1995,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,1.7472737384499173,7,2018
East Cannington,620000,4,2,2,635,267,1997,Beckenham Station,SEVENOAKS SENIOR COLLEGE,1.526141295143752,12,2015
Mount Helena,495000,3,2,2,2001,125,2011,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,0.7096127739466827,12,2015
Parkerville,1000000,4,2,3,20179,293,2008,Midland Station,HELENA COLLEGE,5.775881502942217,1,2018
Doubleview,665000,4,2,1,312,119,1990,Stirling Station,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.9993835358771368,3,2019
North Perth,1040000,4,1,1,455,156,1995,Leederville Station,ARANMORE CATHOLIC COLLEGE,1.307851455440442,9,2019
Wembley Downs,1185000,3,3,2,1042,255,2010,Glendalough Station,HALE SCHOOL,1.4098946306918418,10,2020
Beldon,410000,3,1,1,717,102,1985,Edgewater Station,BELRIDGE SECONDARY COLLEGE,0.9714529289400194,11,2019
Roleystone,620000,4,2,2,2005,238,2005,Armadale Station,SOUTHERN HILLS CHRISTIAN COLLEGE,5.580425979105266,11,2017
East Victoria Park,534500,3,1,2,359,139,1936,Oats Street Station,KENT STREET SENIOR HIGH SCHOOL,1.8230725925423508,10,2020
Kinross,520000,4,2,3,642,167,1996,Clarkson Station,YOUTH FUTURES COMMUNITY SCHOOL,2.649534616924464,6,2018
Salter Point,1500000,3,4,0,945,375,1975,Canning Bridge Station,AQUINAS COLLEGE,1.204078386521109,12,2017
Joondanna,300000,4,2,2,648,429,2004,Glendalough Station,SERVITE COLLEGE,0.6943506468017004,8,2016
Anketell,1000000,4,2,2,21517,221,2000,Kwinana Station,THE KING'S COLLEGE,6.334033875496194,8,2013
South Guildford,505000,4,2,2,507,139,2000,East Guildford Station,GUILDFORD GRAMMAR SCHOOL,2.553907938194578,4,2015
Stoneville,650000,4,2,2,18144,251,1960,Midland Station,MUNDARING CHRISTIAN COLLEGE,1.7803340178917737,8,2015
Wooroloo,510000,4,2,2,21017,118,1990,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,10.543696540817557,10,2017
Wembley,885000,2,2,1,422,117,1995,Daglish Station,BOLD PARK COMMUNITY SCHOOL,1.9119237383054668,9,2020
Chidlow,500000,3,1,0,19995,114,1990,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,5.519218098196473,12,2014
Stirling,775000,4,2,2,657,222,1994,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,0.3075036383701445,4,2018
Embleton,500000,2,1,0,875,163,2007,Bayswater Station,JOHN FORREST SECONDARY COLLEGE,1.216003051779492,5,2017
Mariginiup,145000,5,2,0,10324,290,2002,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,3.543882997459984,8,2000
Beldon,515000,3,1,1,730,129,1983,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.0429229465985272,9,2018
Warnbro,300000,4,2,2,699,173,1997,Warnbro Station,LIVING WATERS LUTHERAN COLLEGE,0.16202509682638427,1,2019
Ferndale,385000,3,1,1,995,91,1977,Welshpool Station,FOUNTAIN COLLEGE,0.9063824599543536,4,2016
Wandi,385000,3,2,2,299,157,2015,Kwinana Station,ATWELL COLLEGE,4.693792545847617,1,2019
Chidlow,490000,4,2,4,20243,301,1980,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,6.985012260195996,5,2011
Sawyers Valley,450000,3,1,2,2010,130,1994,Midland Station,MUNDARING CHRISTIAN COLLEGE,2.4201504002103107,8,2011
Mahogany Creek,187000,5,3,0,2113,193,1992,Midland Station,MUNDARING CHRISTIAN COLLEGE,3.838576614729357,10,2001
Sawyers Valley,555000,4,2,2,2365,204,1989,Midland Station,MUNDARING CHRISTIAN COLLEGE,1.6257524124390932,5,2015
Rivervale,715000,3,1,1,995,130,1962,Vic,ST CLARE'S SCHOOL,0.9931898662192418,3,2019
Wooroloo,730000,4,2,2,41265,266,1995,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,10.469926841894418,8,2012
Glen Forrest,815000,3,2,2,9890,165,1996,Midland Station,HELENA COLLEGE,2.8766412419086675,1,2019
Mount Helena,600000,3,1,0,23877,143,1955,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,2.4519603236533207,11,2014
Hovea,675000,3,2,2,19992,268,1995,Midland Station,HELENA COLLEGE,4.026045348392106,7,2006
Chidlow,590000,4,2,2,15200,189,1999,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,8.936580951969773,8,2016
Scarborough,600000,3,2,2,366,128,1995,Stirling Station,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.1545010885204192,2,2020
Joondanna,655000,3,2,2,337,136,2007,Glendalough Station,SERVITE COLLEGE,0.3774340961316759,3,2016
Bedford,530000,2,1,1,510,88,1950,Meltham Station,JOHN FORREST SECONDARY COLLEGE,0.41540753109699774,12,2017
Wembley,1400000,3,2,0,671,146,1950,Glendalough Station,BOLD PARK COMMUNITY SCHOOL,0.5248611719671746,6,2020
Kensington,722000,3,2,1,433,123,1940,Carlisle Station,WESLEY COLLEGE,1.2464192646340575,10,2019
Hamersley,518000,4,2,1,720,172,1975,Warwick Station,WARWICK SENIOR HIGH SCHOOL,1.6366173982607606,4,2016
Kensington,610000,3,1,5,388,92,1962,Carlisle Station,KENT STREET SENIOR HIGH SCHOOL,0.22987835846155125,7,2016
Beaconsfield,1200000,4,3,2,422,170,2014,Fremantle Station,FREMANTLE COLLEGE,0.9960248836824972,9,2017
Balcatta,820000,4,3,4,627,255,2001,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,0.8395385926219611,10,2019
Pickering Brook,640000,4,2,2,2000,189,1981,Madding,CARMEL ADVENTIST COLLEGE,3.970278225910761,2,2008
Seville Grove,280000,3,1,1,523,90,2000,Sherwood Station,CECIL ANDREWS COLLEGE,0.9650200678085324,12,2018
Caversham,430000,3,2,2,360,167,2013,Guildford Station,GOVERNOR STIRLING SENIOR HIGH SCHOOL,3.2208904102718363,9,2018
Beaconsfield,1150000,4,3,2,414,178,1995,Fremantle Station,FREMANTLE COLLEGE,0.9641451676589008,4,2017
Rivervale,540000,3,1,1,728,121,1964,Burswood Station,BELMONT CITY COLLEGE,1.0967717503141956,5,2018
Mount Hawthorn,830000,2,1,4,491,120,1936,Glendalough Station,SERVITE COLLEGE,1.3072302821574924,4,2019
Karnup,495000,3,1,1,10107,150,1970,Warnbro Station,COMET BAY COLLEGE,2.6174782297428125,9,2007
Queens Park,380000,3,2,3,250,140,2000,Queens Park Station,ST NORBERT COLLEGE,0.4219240612733573,9,2017
Wembley,920000,4,1,4,430,154,1995,Daglish Station,BOLD PARK COMMUNITY SCHOOL,1.917141446378485,3,2019
Lynwood,400000,3,1,1,881,128,1968,Thornlie Station,LANGFORD ISLAMIC COLLEGE,0.5607816290623774,7,2016
Lesmurdie,730000,4,2,4,1883,213,2004,Madding,LESMURDIE SENIOR HIGH SCHOOL,1.4057176884405835,3,2018
Wandi,1065000,4,2,2,21543,208,2009,Cockburn Central Station,ATWELL COLLEGE,5.089342464200117,1,2015
Bedford,800000,3,2,1,495,146,1950,Maylands Station,CHISHOLM CATHOLIC COLLEGE,1.6638273775357433,8,2019
Serpentine,730000,4,2,2,20081,181,1995,Warnbro Station,COURT GRAMMAR SCHOOL,14.265356781110482,9,2013
Floreat,1425000,3,2,2,930,171,1964,Claremont Station,NEWMAN COLLEGE,1.0830702191123327,8,2018
Inglewood,600000,3,2,2,200,117,2012,Maylands Station,PERTH COLLEGE,1.2380127449081872,10,2017
Bedford,655000,4,2,2,531,198,1995,Maylands Station,JOHN FORREST SECONDARY COLLEGE,1.1642872512278022,1,2018
Cardup,930000,5,2,2,20234,257,2009,Kwinana Station,COURT GRAMMAR SCHOOL,3.1758911074290967,9,2014
Balcatta,723000,4,2,4,751,297,1990,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,0.2405237146821777,5,2019
Kensington,741000,3,2,2,471,126,1936,Carlisle Station,WESLEY COLLEGE,1.2600942137169129,9,2017
Gosnells,289000,3,1,0,884,145,1981,Madding,THORNLIE SENIOR HIGH SCHOOL,1.7318837759316958,8,2020
Waikiki,432500,3,2,2,512,230,2014,Warnbro Station,SOUTH COAST BAPTIST COLLEGE,0.545911864821666,12,2020
Gooseberry Hill,680000,5,3,6,2057,244,1967,Midland Station,HILLSIDE CHRISTIAN COLLEGE,2.9498724126410374,7,2020
Mardella,175000,5,2,2,40001,277,2005,Wellard Station,COURT GRAMMAR SCHOOL,5.181635089278727,9,2001
Bullsbrook,660000,4,2,2,20251,260,2010,Midland Station,HOLY CROSS COLLEGE,12.104684101437345,7,2020
Walliston,875000,4,2,2,15291,102,2001,Madding,KALAMUNDA SENIOR HIGH SCHOOL,2.437711415693989,4,2015
Wembley Downs,1065000,4,2,3,737,164,1958,Glendalough Station,HALE SCHOOL,1.029158436168546,1,2017
Helena Valley,1350000,4,2,2,7604,337,1985,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,3.1067154063446702,8,2019
Sawyers Valley,770000,4,2,2,11982,225,1990,Midland Station,MUNDARING CHRISTIAN COLLEGE,0.2774334281951236,3,2015
Mount Helena,760000,5,2,4,2002,299,2011,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,0.7004085404272145,12,2014
Wembley Downs,860000,3,2,2,463,180,1992,Glendalough Station,HALE SCHOOL,1.3869186577273984,2,2018
Craigie,490000,2,2,2,341,123,2014,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.5700320113904995,1,2017
Doubleview,850000,4,2,2,464,180,1995,Stirling Station,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.0203819743006948,12,2020
Huntingdale,372000,3,2,2,607,144,2001,Seaforth Station,SOUTHERN RIVER COLLEGE,1.504712134993572,8,2018
Kallaroo,520000,3,1,1,700,91,1976,Edgewater Station,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.6974242366506551,10,2016
Warnbro,330000,4,2,3,668,196,1998,Warnbro Station,LIVING WATERS LUTHERAN COLLEGE,0.17607422827874414,6,2020
Bentley,550000,4,2,8,811,136,1995,Welshpool Station,CANNING COLLEGE,0.7362590699365653,11,2018
Belhus,968000,4,2,2,10001,212,2004,Midland Station,HOLY CROSS COLLEGE,2.5120466482210966,4,2011
Caversham,435000,4,2,8,711,148,2005,Guildford Station,KIARA COLLEGE,2.8668044451890218,7,2018
Duncraig,800000,4,2,2,800,239,1989,Warwick Station,CARINE SENIOR HIGH SCHOOL,1.156493969751513,8,2019
East Cannington,520000,4,2,0,583,138,1997,Beckenham Station,SEVENOAKS SENIOR COLLEGE,1.6140013551348968,8,2016
Floreat,1400000,4,2,4,930,197,1966,Claremont Station,NEWMAN COLLEGE,1.0906110313711257,8,2017
Queens Park,490000,4,1,1,1235,187,1995,Queens Park Station,ST NORBERT COLLEGE,0.4262253117081957,3,2019
Wembley Downs,735000,3,1,2,398,120,1995,Glendalough Station,HALE SCHOOL,1.0950425845850964,10,2020
Brentwood,599000,3,1,1,774,130,1986,Bull Creek Station,CORPUS CHRISTI COLLEGE,1.6095464895802225,1,2019
Marmion,1430000,4,3,5,493,355,2015,Warwick Station,SACRED HEART COLLEGE,2.1276547790746685,10,2015
Ardross,1300000,4,3,2,450,256,2009,Canning Bridge Station,APPLECROSS SENIOR HIGH SCHOOL,0.6718806287463703,4,2019
Yokine,810000,4,2,2,600,245,1998,Glendalough Station,CARMEL SCHOOL,1.05942055244867,5,2019
Woodvale,550000,3,2,2,422,130,1989,Whitfords Station,WOODVALE SECONDARY COLLEGE,0.4110793489991833,10,2017
Beckenham,312000,3,1,1,337,119,1990,Beckenham Station,SEVENOAKS SENIOR COLLEGE,1.771008933174096,4,2017
St James,500000,4,2,2,289,120,1995,Welshpool Station,CANNING COLLEGE,1.4631609368823255,2,2017
Hilton,639000,4,2,2,356,167,2013,Fremantle Station,SETON CATHOLIC COLLEGE,0.8622493687084927,11,2017
East Fremantle,926500,4,2,4,465,138,1970,North Fremantle Station,JOHN CURTIN COLLEGE OF THE ARTS,1.883350531683029,9,2017
Warwick,475000,3,1,2,939,110,1981,Warwick Station,WARWICK SENIOR HIGH SCHOOL,1.5994350942958444,7,2015
Hamilton Hill,528000,1,1,1,549,177,2010,Fremantle Station,PORT SCHOOL,0.5939902918291858,9,2018
Karawara,665000,4,2,4,545,130,1987,Canning Bridge Station,COMO SECONDARY COLLEGE,0.7074620246253074,3,2014
Woodlands,975000,4,2,4,948,484,1996,Stirling Station,HALE SCHOOL,0.4983205437654258,7,2018
Lathlain,890000,4,2,2,530,186,2000,Burswood Station,ST CLARE'S SCHOOL,1.1748556257250116,11,2020
Mount Claremont,900000,3,1,2,366,104,1950,Loch Street Station,JOHN XXIII COLLEGE,0.8863218710600663,3,2018
Kiara,388000,3,1,1,440,96,1990,Ashfield Station,KIARA COLLEGE,0.8276683594151073,7,2012
Heathridge,415000,3,1,1,565,105,1987,Edgewater Station,MATER DEI COLLEGE,0.9780040578476068,12,2020
Brentwood,645000,3,2,1,293,173,1992,Bull Creek Station,ALL SAINTS' COLLEGE,1.544104395976429,7,2014
Armadale,230000,3,1,3,441,100,1977,Armadale Station,JOHN CALVIN CHRISTIAN COLLEGE,0.10225924553979944,7,2019
Murdoch,600000,3,2,2,476,130,1988,Murdoch Station,KENNEDY BAPTIST COLLEGE,1.0876015738628433,10,2015
Innaloo,585000,3,2,1,340,138,1999,Stirling Station,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.4897831477915116,2,2020
Trigg,910000,3,1,3,1061,100,1977,Stirling Station,ST MARY'S ANGLICAN GIRLS' SCHOOL,0.7490823419060605,8,2015
Lathlain,940000,4,2,2,570,270,1995,Burswood Station,ST CLARE'S SCHOOL,1.0468088653222207,1,2016
Riverton,530000,3,2,2,485,126,2002,Bull Creek Station,ROSSMOYNE SENIOR HIGH SCHOOL,1.4491828845417367,6,2019
Riverton,930800,4,2,2,355,212,1995,Welshpool Station,CLONTARF ABORIGINAL COLLEGE,1.8139236818891291,2,2016
Peppermint Grove,2425000,2,1,1,759,175,1960,Cottesloe Station,PRESBYTERIAN LADIES COLLEGE,0.601586608232181,5,2014
Shoalwater,482500,3,2,3,440,150,2010,Rockingham Station,SAFETY BAY SENIOR HIGH SCHOOL,3.0184114681320553,2,2017
Carlisle,790000,4,2,2,442,188,2012,Carlisle Station,ST CLARE'S SCHOOL,0.5408512089833865,4,2020
Kardinya,499995,3,1,2,1280,110,1980,Murdoch Station,NORTH LAKE SENIOR CAMPUS,0.9097447080959044,5,2018
Murdoch,500000,4,2,2,900,144,1990,Murdoch Station,CORPUS CHRISTI COLLEGE,1.27422331423323,6,2015
Wilson,460000,3,2,4,595,167,1997,Welshpool Station,CANNING COLLEGE,1.2619607589020991,9,2016
Alexander Heights,320000,3,1,1,467,126,1993,Warwick Station,MERCY COLLEGE,1.8747574722549092,3,2019
Ocean Reef,660000,3,2,2,1045,148,1990,Joondalup Station,OCEAN REEF SENIOR HIGH SCHOOL,0.5415539238078564,12,2016
Yangebup,375000,3,2,1,225,101,2008,Cockburn Central Station,DIVINE MERCY COLLEGE,1.5316301434740192,3,2018
Embleton,535000,2,2,0,330,127,2014,Bayswater Station,JOHN FORREST SECONDARY COLLEGE,1.0755228666973458,11,2015
Murdoch,575000,3,2,2,474,130,1988,Murdoch Station,KENNEDY BAPTIST COLLEGE,1.0876015738628433,6,2019
Bentley,385000,3,1,2,516,119,1995,Welshpool Station,CANNING COLLEGE,1.7780531457524409,6,2017
